date,Revenue,Gross Profit,Operating Income,Pretax Income,Income (Loss) from Cont Ops,Net Income,Net Income Avail to Common,Diluted EPS,EBITDA,Total Equity,Cash from Operations,Cash from Investing Activities,Cash from Financing Activities,Company
2012-09-30,55.498,18.072000000000003,3.674,2.846,-17.803,3.15365,3.15365,0.04804899916052818,34.366,353.065008,34.717,-100.63,58.898,AMPY
2012-12-31,89.839,39.076,20.68,11.284,-2.41,6.12645,6.12645,0.0900610014796257,59.64,643.580992,42.569,-488.732992,460.368,AMPY
2013-03-31,86.142,30.040999999999997,13.06,2.198,-7.949,1.879,-2.238,-0.03409799933433533,55.036,637.124992,62.203,-132.538,102.082,AMPY
2013-06-30,102.516,31.797999999999995,9.947,-6.669,3.338,-4.462,-7.171,-0.10477600246667862,62.777,642.073984,10.637,-748.793984,699.817024,AMPY
2013-09-30,146.874,49.879999999999995,24.692,-1.251,-23.606,-0.802,-3.05905,-0.048806000500917435,99.481,654.715008,107.101,-177.936992,83.504,AMPY
2013-12-31,160.672992,59.240992,36.704,7.02,-315.768,-21.23415,-27.56815,-0.41870200634002686,117.505,339.999008,47.161,-134.576992,95.626,AMPY
2014-03-31,152.524992,64.999992,42.784,8.847,-83.645,-22.0497,-24.6697,-0.376554012298584,109.685,257.770016,105.409,-122.78,-1.144,AMPY
2014-06-30,162.319008,71.092008,49.077,15.273,-2.098,9.2198,4.4138,0.06632100045681,120.151,257.582976,68.152,-5.248,-47.892,AMPY
2014-09-30,166.518,76.038,56.431,22.153,74.597,39.068,10.663,0.15651600062847137,129.54,334.277024,135.02,-153.319008,14.356,AMPY
2014-12-31,155.3,73.293,50.728,15.238,128.075,50.512448,3.06345,0.04566600173711777,109.579,465.861984,42.963,-122.917,65.794,AMPY
2015-03-31,142.434,60.299,39.902,3.408,-193.554,12.414,12.283,0.182219997048378,98.33,273.305984,113.017,-111.167,-1.466,AMPY
2015-06-30,136.236,58.833,40.936,-3.917,-598.436992,-3.917,-4.586,-0.06769999861717224,96.191,-322.796992,25.633,-38.827,152.29,AMPY
2015-09-30,111.302,47.403,34.049,-6.503,-494.342016,-6.503,-6.651,-0.9730799794197083,78.763,-816.010944,97.242,-81.414,-0.082,AMPY
2015-12-31,101.882,43.593,30.266,-10.868,-510.862016,-67.346,-67.346,-6.372031211853027,70.512,-1326.066048,-22.509,-63.148,-0.033,AMPY
2016-03-31,51.961,10.945,-4.764,-48.919,-179.274,-94.543248,-94.543248,-8.902338027954102,20.071,-1504.510016,29.855,-58.654,249.132,AMPY
2016-06-30,62.559,27.368,18.16,-0.655,8.962,2.71095,2.61295,0.2432119995355606,36.798,-1495.106944,21.706,-41.77,0.199,AMPY
2016-09-30,64.193,30.335,22.731,20.063,-38.384,-0.39345,-0.39345,-0.0369190014898777,38.487,-1533.090112,26.683,-28.648,0,AMPY
2016-12-31,63.039,28.077,15.816,14.432,1541.70496,14.432,-2.272,-0.06370200216770172,31.863,561.814032,7.397,-27.581,-182.574,AMPY
2017-03-31,60.15,28.68,14.597,13.62,18.485,15.32275,14.77675,0.5907859802246094,29.939,584.088984,32.373,-24.758,0,AMPY
2017-06-30,53.186,20.385,7.477,6.249,13.742,8.87155,8.51155,0.33590400218963623,23.436,598.671,30.804,-29.611,-0.997,AMPY
2017-09-30,56.215,25.118,11.812,10.163,3.663,7.888,7.806,0.30821898579597473,26.982,605.597008,26.14,-34.237,-0.004,AMPY
2017-12-31,53.344,33.716,8.763,12.142,-120.967,9.40885,9.40885,0.3725830018520355,28.124,485.587024,30.285,-37.358,-0.977,AMPY
2018-03-31,52.844,22.526,9.751,7.943,4.004,7.11581,7.01681,0.2730009853839874,24.964,491.927992,22.147,-31.758,-50.459,AMPY
2018-06-30,53.672,19.986,11.426,10.129,-1.542,7.67809,7.67809,0.30309799313545227,27.91,491.991016,27.145,20.702,-50.019,AMPY
2018-09-30,85.522,44.662,-16.952,-22.29,-2.598,-18.15468,-18.15468,-0.7240729928016663,-3.597,504.958984,67.318,-16.935,17.654,AMPY
2018-12-31,75.702,32.178,17.31,-25.322,40.953,-11.40425,-13.83025,-0.5541189908981323,29.712,416.558008,25.171,51.657,-38.986,AMPY
2019-03-31,65.155,23.768,4.692,0.79,-31.29,-5.9073,-5.9073,-0.2671220004558563,15.858,473.549,10.8,-10.5,-25.128,AMPY
2019-06-30,59.532,18.995,4.076,-0.346,18.641,3.64127,2.91327,0.12636999785900116,16.989,437.560984,22.499,66.925,-95.598,AMPY
2019-09-30,72.959,24.365,-0.696,-6.076,5.157,-3.71707,-3.84507,-0.1140730008482933,16.333,480.044984,0.57,66.005,-102.327,AMPY
2019-12-31,77.929,24.554999999999996,8.399,4.683,-27.145,-2.00088,-2.00088,-0.05178900063037872,24.546,434.207016,21.395,-11.596,-17.207,AMPY
2020-03-31,58.136,5.343999999999998,1.122,-6.323,-367.012992,-82.067904,-82.067904,-2.184515953063965,16.678,62.096,13.089,-12.72,1.2,AMPY
2020-06-30,35.171,-1.8190000000000015,-15.407,-21.866,-41.336,-26.02185,-26.02185,-0.6921629905700684,-7.784,21.255008,33.725,-14.122,-4.47,AMPY
2011-03-31,23.805378,12.236636,8.946047,9.253089,-7.057842,6.474268,6.474268,1.027659997344017,15.877839,436.451302,-7.160821,-46.74472,1.5,NOG
2011-06-30,29.977866,15.623594,12.874176,12.889574,20.4329,7.040738,7.040738,1.1413700133562088,21.284784,461.54018,42.655508,-64.981292,0,NOG
2011-09-30,41.94464,22.939612,18.865622,18.684822,28.617222,10.998712,10.998712,1.7704200744628906,29.68596,494.498672,13.891178,-97.75576,14.750853,NOG
2011-12-31,50.588984,27.003056,23.492156,23.331986,-1.380788,13.961015,13.961015,2.250729948282242,38.423188,496.570072,35.76366,-91.386032,53.636308,NOG
2012-03-31,59.887904,28.87345,24.192072,23.996174,8.805911,14.443824,14.443824,2.2996200621128082,42.590352,510.046996,38.613432,-145.106896,104.04876,NOG
2012-06-30,69.408288,29.814096,25.394488,22.667084,43.626396,13.647085,13.647085,2.187040001153946,51.008296,558.239568,46.948016,-138.934528,113.323296,NOG
2012-09-30,82.40408,37.495476,28.627768,23.422052,0.300161,14.119631,14.119631,2.197660058736801,56.67688,565.375824,51.135484,-135.830992,67.7584,NOG
2012-12-31,84.725488,40.451596,36.974976,31.253962,19.552156,21.437156,21.437156,3.398190140724182,63.717596,586.185264,61.82968,-112.300008,55.62376,NOG
2013-03-31,82.808736,39.563528,35.574724,29.466788,8.951519,18.121174,18.121174,2.848230004310608,62.333508,596.661704,56.356932,-76.050816,14.788049,NOG
2013-06-30,79.152136,34.634684,30.719384,22.632004,25.011672,14.601005,14.601005,2.256850004196167,57.243636,623.455552,54.0795,-110.372176,65.905952,NOG
2013-09-30,99.13736,45.63054,41.466208,32.084064,1.702904,20.0111,20.0111,3.2055500149726868,73.034224,600.865088,58.48278,-82.314928,17.605308,NOG
2013-12-31,95.934656,36.002652,31.495648,21.910808,17.400936,13.662937,13.662937,2.192939966917038,71.008432,619.828352,53.855192,-89.798496,29.761872,NOG
2014-03-31,89.984992,32.41544,28.417748,18.549446,6.589763,11.431328,11.431328,1.8677499890327454,64.515008,613.228176,72.747616,-119.200456,48.874616,NOG
2014-06-30,109.909544,42.450584,38.469768,28.145084,-4.41245,17.33699,17.33699,2.865389883518219,80.678352,609.458384,56.14288,-109.715592,59.715948,NOG
2014-09-30,112.176592,39.74460800000001,35.598668,24.987442,57.985312,15.60642,15.60642,2.5224998593330383,80.126192,668.310592,80.480208,-116.433464,29.750236,NOG
2014-12-31,111.679896,36.88720800000001,31.962388,20.708288,103.58332,12.826322,12.826322,2.119790017604828,81.99792,770.861632,64.886832,-131.690336,68.091848,NOG
2015-03-31,90.456008,25.630771999999997,21.277962,9.541757,-229.738576,5.985675,5.985675,0.9884499758481979,66.491,542.876624,66.876452,-110.39652,39.92364,NOG
2015-06-30,94.056424,36.87403199999999,32.617592,18.230098,-250.060624,11.362383,11.362383,1.873600035905838,69.3634,293.791696,44.822512,-77.769848,34.318304,NOG
2015-09-30,101.156552,51.870424,47.77914,23.217884,-323.242048,13.397156,13.397156,2.1784600615501404,79.449616,-28.341728,60.210328,-45.058176,-18.133664,NOG
2015-12-31,56.913028,16.762356,10.944835,24.42963,-172.313312,17.76963,17.76963,2.900950014591217,35.085324,-197.602144,75.106424,-55.711124,-20.135452,NOG
2016-03-31,53.819252,21.247003999999997,17.99911,0.817892,-126.565752,0.545163,0.545163,0.05014999769628048,35.8452,-322.505056,55.214152,-20.05782,-34.158576,NOG
2016-06-30,62.520924,31.041376,26.4551,10.408957,-108.978664,6.509132,6.509132,1.06393001973629,42.631964,-429.797216,3.308788,-18.37399,14.344174,NOG
2016-09-30,50.754992,22.09103,19.99274,3.847482,-45.618896,21.547482,21.547482,3.518669903278351,33.69076,-476.060416,39.195768,-27.602416,-11.941443,NOG
2016-12-31,54.155264,24.433146,20.697472,4.479057,-12.330398,2.390236,2.390236,0.38986001163721085,34.22066,-487.421664,4.172867,-24.92986,23.924072,NOG
2017-03-31,48.760304,19.796548000000005,16.187606,-0.116019,16.940524,-0.069363,-0.069363,-0.04476000089198351,29.015748,-470.090272,29.716382,-20.271464,-10.412217,NOG
2017-06-30,50.72988,20.470114,16.152975,-0.370143,13.801859,-0.2699524375,-0.2699524375,-0.0738300010561943,29.835428,-455.470976,0.027453,-22.30526,20.567836,NOG
2017-09-30,57.657028,24.629068,20.232782,3.560334,-16.087467,2.243648,2.243648,0.3627999871969223,35.590468,-470.604448,35.837184,-32.869346,0,NOG
2017-12-31,37.00228,-0.5835120000000013,-3.65951,9.188297,-23.848688,15.758313,15.758313,2.424210011959076,13.972365,-490.840576,7.386043,-43.79368,131.81416,NOG
2018-03-31,78.754776,39.713412,38.046536,15.106411,2.965097,11.253376,11.253376,1.7255799472332,56.677168,-488.77648,45.520676,-58.021512,-0.209611,NOG
2018-06-30,96.781832,49.50504,46.2538,24.222208,-96.546696,11.861444,11.861444,0.6047400087118149,68.849824,-147.820224,18.096208,-101.65796,195.013152,NOG
2018-09-30,102.269216,40.27102,35.59656,58.746248,18.978572,47.551568,47.551568,1.546889990568161,65.854648,11.209984,62.7993,-150.4108,-0.346739,NOG
2018-12-31,443.195904,359.78460800000005,354.808832,40.078924,218.292256,80.439504,80.439504,2.1235400438308716,403.103776,429.86496,117.846016,-164.42832,-64.025744,NOG
2019-03-31,-6.934,0,-95.305,37.328,-107.162,18.316,18.316,0.478070005774498,-50.171,312.76,98.908,-77.913,-19.409,NOG
2019-06-30,186.44,100.183,95.446,45.81,44.399,45.464,45.464,1.2015800178050995,141.536992,389.64896,99.392,-113.228,12.686,NOG
2019-09-30,233.883008,130.579008,126.375,48.685,94.381,36.305,36.305,0.91669000685215,181.940992,514.113984,71.023,-226.807008,154.892,NOG
2019-12-31,59.012,-55.98,-64.098,24.539,-107.939,-8.209412,-8.209412,-0.21942000836133957,-0.688,558.643008,70.427,-151.18,94.919,NOG
2020-03-31,506.784992,395.744992,390.875008,28.572,368.286016,21.696,21.696,0.43007999658584595,452.684,1009.006944,100.654,-104.5,-3.71,NOG
2020-06-30,98.106,32.795,28.085,14.128,-899.2,10.667,6.879,0.16561999917030334,64.841,140.729056,101.585,-86.014,-22.245,NOG
2011-03-31,3687.000064,2227.000064,1167.000064,1264.999936,455,633.100032,633.100032,0.8890910148620605,1802,24704.999936,2592,-833,2,MRO
2011-06-30,3700,1962,1070,1176,298,468.350016,468.350016,0.6568719744682312,1634,16707.00032,1818,-1040,-1780.999936,MRO
2011-09-30,3663.000064,2006.000128,1196.999936,1288,405,419.7,419.7,0.5902950167655945,1714,16755.999744,1080,-738,-403,MRO
2011-12-31,3667.000064,2047.000064,1124,1122,549,490.6,490.6,0.6968749761581421,1674,17158.999488,1034,-5056,-113,MRO
2012-03-31,3796,2326,1412,1438,417,476.7,476.7,0.6740850210189819,1986,17505.999808,973,-806,-157,MRO
2012-06-30,3752,2394,1444,2036.230784,393,799.649984,799.649984,1.1326489448547363,2024,17785.000448,769,-1195.000064,367,MRO
2012-09-30,4051.000064,2821.000064,1680,1704,450,437.2,437.2,0.6119459867477417,2304.999936,18064,1070,-2030,1175.000064,MRO
2012-12-31,4124.999936,2228,1674,1716.999936,315,374.350016,374.350016,0.5234739780426025,1903.000064,18283.00032,1204.999936,-1408,215,MRO
2013-03-31,3792.999936,2799.999936,1250,1346,380,358,358,0.505649983882904,1970,18588.000256,1528,-1037,-413,MRO
2013-06-30,3020,1973.9999999999998,901,861,241,281.5,281.5,0.3964790105819702,1438,19021.000192,868,-1262,-130,MRO
2013-09-30,3019.000064,1733.000064,729,833,396,446.049984,446.049984,0.6303939819335938,1386,18994.000384,1644.999936,-1112,-411,MRO
2013-12-31,2460.999936,1262.999936,251,289,136,170,170,0.24390199780464172,2751.000064,19344,5270.000128,-4520.999936,-1162,MRO
2014-03-31,2710.000128,1430.000128,612,700,398,383.350016,383.350016,0.5489510297775269,1255.000064,19804.99968,1470,1048,-810,MRO
2014-06-30,2908,943.000064,558,602,360,420.6,420.6,0.6192489862442017,1238,19868.000256,1088,-1252,-533,MRO
2014-09-30,2884.999936,1440,531,565,304,375.950016,375.950016,0.5561209917068481,1268,20226.000384,1774,-1544,-732,MRO
2014-12-31,2420.999936,984,-47,-27,-93,20.2,20.2,0.02770400047302246,754,21020.000256,1155.000064,2,482,MRO
2015-03-31,1495.000064,163.00006400000004,-341,-375,-276,-247.8,-247.8,-0.3682219982147217,480,20660.000256,309,-1442,-138,MRO
2015-06-30,1504.999936,225.99987199999987,-212,-200,-386,-153.4,-153.4,-0.22658799588680267,539,20217.999872,408,-1771.000064,1807.000064,MRO
2015-09-30,1396,227.000064,-75,-194,-749,-146,-146,-0.21930600702762604,642,19334.999552,496,-247,-139,MRO
2015-12-31,1200,95.00006400000007,-99,-130,-793,-335,-335,-0.494484007358551,333,18552.999936,363,258,-1079.000064,MRO
2016-03-31,616,-163.00000000000003,-409,-474,-360,-272.350016,-272.350016,-0.3730820119380951,140,19351.000576,69,-408,1198,MRO
2016-06-30,772,40.00000000000003,-264,-224,-138,-158.292688,-158.292688,-0.18666599690914154,248,19152.999424,198,388,-43,MRO
2016-09-30,884,167,-223,-278,-206,-184.15,-184.15,-0.2174140065908432,299,18921.99936,259,-945,-44,MRO
2016-12-31,951,159.99999999999994,-118,-108,-1383.000064,-82.3858,-82.3858,-0.0972680002450943,455,17540.99968,552,91,-43,MRO
2017-03-31,921,173,21,-75,-50,-110.05,-110.05,-0.13073000311851501,577,12584,501,-450,-50,MRO
2017-06-30,946,131.00000000000006,-82,-161,-153,-186.95,-186.95,-0.21994100511074066,510,12405.000192,422,-383,-46,MRO
2017-09-30,1192,310.00000000000006,-250,-171,-599,-308.466592,-308.466592,-0.3629019856452942,391,11775.000064,564,-520,-864,MRO
2017-12-31,1428,602,84,228,-28,54.875,54.875,0.06455899775028229,667,11708.000256,501,-691,-913,MRO
2018-03-31,1540.999936,669.999936,290,322,356,154,154,0.18096399307250977,880,12034.000128,649,449,-49,MRO
2018-06-30,1459.000064,577.000064,123,163,96,114.17,114.17,0.1312510073184967,735,12131.999744,767,-681,-29,MRO
2018-09-30,1656.999936,729.999936,248,227,254,152,152,0.1792449951171875,874,12043.999744,963,-689,-377,MRO
2018-12-31,1395.000064,493.000064,483,150,390,121,121,0.14551299810409546,1096,12128,855,-549,-404,MRO
2019-03-31,1235.000064,422.000064,36,116,174,256,256,0.3100000023841858,611,12208,515,-564,-72,MRO
2019-06-30,1394,517,263,221,161,183.12,183.12,0.22524000704288483,887,12100.99968,797,-565,-278,MRO
2019-09-30,1255.000064,389.000064,195,121,165,111,111,0.1384039968252182,838,12271.000064,737,-795,-72,MRO
2019-12-31,1240.999936,376.999936,69,75,-20,57.37,57.37,0.06671299785375595,708,12152.999936,700,-894,-113,MRO
2020-03-31,1031,161.00000000000003,119,-128,-46,-88.46,-88.46,-0.11347600072622299,763,11958.000128,701,-611,-131,MRO
2020-06-30,496,-259.9999999999999,-387,-505,-750,-544.6,-544.6,-0.6899999976158142,210,11175.000064,9,-304,0,MRO
2011-03-31,512.704,260.884,213.262,167.534,-14.19,103.908,103.908,0.25718700885772705,306.856,4381.364992,124.832,-285.043008,-93.801,DEN
2011-06-30,585.500032,314.59504000000004,281.540608,242.228608,259.246,146.728,146.728,0.3614340126514435,385.035616,4648.313856,398.520992,-347.796992,-56.789,DEN
2011-09-30,576.633984,303.940992,270.912,237.736,275.670016,148.208,148.208,0.36396101117134094,372.889984,4935.772032,315.739008,-525.412,112.244,DEN
2011-12-31,619.401024,336.434016,300.492,269.792,52.607,170.35992,170.35992,0.429502010345459,410.620992,4806.498048,365.721984,-447.705984,76.314,DEN
2012-03-31,639.105984,330.347968,282.911008,240.696992,113.467,153.367248,153.367248,0.3920620083808899,403.806016,4928.442112,291.654016,-288.883008,55.902,DEN
2012-06-30,604.723968,308.049984,261.006,215.288992,211.864992,129.537056,129.537056,0.3292819857597351,393.295008,5153.196928,440.966016,-560.340992,70.122,DEN
2012-09-30,601.585024,292.977024,240.051008,207.279008,85.367,127.465,127.465,0.32769298553466797,376.985984,5219.219968,293.505984,-388.748,91.163,DEN
2012-12-31,608.785024,308.2180159999999,258.77,234.372,114.661,137.7324,137.7324,0.36020201444625854,376.188992,5114.889088,384.764992,-138.868992,-171.419008,DEN
2013-03-31,580.211008,285.0380160000001,233.352992,200.194,87.571,123.4,123.4,0.3260909914970398,346.251008,5145.880064,269.176,-320.646016,15.228,DEN
2013-06-30,644.750016,248.926016,202.212,166.54,129.98,102.449032,102.449032,0.275985985994339,329.119008,5270.786048,437.568,-344.927008,-79.045,DEN
2013-09-30,672.88,312.931008,263.831008,239.148992,102.054,151.121696,151.121696,0.4128020107746124,389.425984,5272.828032,305.464992,-286.129984,-68.652,DEN
2013-12-31,595.681024,212.96300799999997,166.004992,126.924,89.992,88.22492,88.22492,0.2434609979391098,310.548,5301.405952,348.985984,-323.606016,-39.741,DEN
2014-03-31,607.438016,244.779008,184.3,142.603008,58.31,89,89,0.2537440061569214,325.430016,5147.908096,214.858,-236.754,17.601,DEN
2014-06-30,618.678976,250.82496,193.724,150.443008,-55.2,92.674,92.674,0.2651660144329071,341.888,5087.945856,329.847008,-280.148,-45.545,DEN
2014-09-30,608.468992,255.310976,199.616992,159.139008,268.748,96.897696,96.897696,0.27807900309562683,346.176992,5349.768832,340.392,-272.020992,-60.981,DEN
2014-12-31,583.950976,232.167968,182.72,142.012,363.632992,91.298856,91.298856,0.26170000433921814,339.838016,5703.856128,337.728,-287.832,-46.179,DEN
2015-03-31,452.907008,134.23900800000004,76.274,39.382,-107.746,23.439,23.439,0.06407900154590607,226.232,5583.481088,137.764,-192.578,37.682,DEN
2015-06-30,498.193984,183.584,131.422,94.21,-1148.498944,46.905,46.905,0.13399900496006012,279.361984,4400.03392,288.956992,-143.934,-146.631008,DEN
2015-09-30,460.208992,198.276992,150.912,115.755,-2244.125952,98.874,98.874,0.2824549973011017,272.318016,2136.332032,272.676,-91.028,-173.848992,DEN
2015-12-31,344.040992,77.99899199999999,43.886,-1.812,-885.076992,-17.178572,-17.178572,-0.05072399973869324,156.242,1248.912128,164.907008,-122.645,-51.662,DEN
2016-03-31,266.302,65.79,27.995,-14.951,-185.192992,-10.527861,-10.527861,-0.03031899966299534,105.361,1081.277952,2.029,-66.954,70.365,DEN
2016-06-30,305.316,118.180992,112.887,43.999,-380.668,23.163878,23.163878,0.059769999235868454,179.428,865.304064,60.915,-60.566,-6.056,DEN
2016-09-30,238.888,56.09200000000002,16.997,57.059,-24.59,-21.8919,-21.8919,-0.056338999420404434,72.009,847.343872,96.415,-6.487,-89.2,DEN
2016-12-31,234.242,53.464000000000006,7.818,-10.89,-385.726016,-0.7301719375,-0.7301719375,-0.0018779999809339643,63.917,468.448,59.864,-71.41,9.879,DEN
2017-03-31,244.626,56.55800000000001,14.252,-9.038,21.53,53.53,53.53,0.13142600655555725,65.447,493.758976,24.262,-67.413,43.476,DEN
2017-06-30,245.668,62.51,22.84936,2.53736,14.399,0.871484,0.871484,0.0022350000217556953,74.00136,514.198912,52.946,-152.882,102.368,DEN
2017-09-30,265.708992,74.26099199999999,41.979,18.372,0.442,13.925,13.925,0.03430600091814995,94.08,517.44704,65.651,-73.516,3.756,DEN
2017-12-31,312.049984,128.905984,99.592,74.473,126.781,51.6663,51.6663,0.12489400058984756,152.856992,648.164864,124.284,-63.003,-60.987,DEN
2018-03-31,314.216,115.628,85.047,71.141,39.578,53.2816,53.2816,0.1203479990363121,137.498,690.218112,91.627,-51.376,-40.578,DEN
2018-06-30,327.510016,126.44801599999998,95.466912,81.061912,30.222,60.975668,60.975668,0.1372700035572052,148.410912,885.644928,153.999008,-94.252,-69.908,DEN
2018-09-30,326.431008,124.536,87.074,74.498,78.419,54.996,54.996,0.11890800297260284,138.39,963.183872,147.904,-82.6,0.679,DEN
2018-12-31,310.847008,98.737008,79.244,41.493,174.479008,26.36892,26.36892,0.05567000061273575,138.982,1141.776896,136.155008,-116.544,-47.645,DEN
2019-03-31,311.568,104.507008,75.906,58.205,-25.674,45.256,45.256,0.09702199697494507,135.618,1119.319936,64.366,-91.801,-5.207,DEN
2019-06-30,339.448992,137.154992,107.248,86.813,146.692,49.670012,49.670012,0.10974100232124329,167.924,1270.676096,148.634,-67.338,-81.064,DEN
2019-09-30,315.692992,119.889984,80.874,63.693,72.862,39.22968,39.22968,0.07853800058364868,137.124992,1346.119936,130.578,-55.439,-64.631,DEN
2019-12-31,317.256,114.70399999999998,88.551,67.317,23.079,46.00666,46.00666,0.0901539996266365,154.715008,1412.259072,150.564992,-55.114,-95.453,DEN
2020-03-31,266.011008,39.44100799999998,17.83,-3.782,74.016,-30.98207,-30.98207,-0.06268399953842163,114.692,1489.444864,61.842,-16.288,-39.025,DEN
2020-06-30,163.01,15.046000000000012,-18.362,-49.775,-697.473984,-40.44844,-40.44844,-0.08333200216293335,37.052,804.418816,10.969,-33.705,230.804,DEN
2011-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,BSM
2011-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,BSM
2011-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,BSM
2011-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,BSM
2012-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,BSM
2012-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,BSM
2012-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,BSM
2012-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,BSM
2013-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,BSM
2013-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,BSM
2013-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,BSM
2013-12-31,0,0,0,0,0,0,0,0,0,877.795024,0,0,0,BSM
2014-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,BSM
2014-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,BSM
2014-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,BSM
2014-12-31,133.602,83.569,64.8,61.674,-20.713,32.83855,32.83855,0,92.704,814.382016,0,0,0,BSM
2015-03-31,91.061,54.643,33.653,28.562,17.299,24.61995,21.70195,0.12960100173950195,61.544,772.137,74.359,-13.206,-67.588,BSM
2015-06-30,64.803,17.108000000000004,-2.879,30.911,-122.766,-23.01595,-24.82595,-0.12981900572776794,29.356,1024.639992,69.725,-28.809,-43.236,BSM
2015-09-30,137.02,105.292,79.557,34.697,53.892,41.415248,38.439248,0.200996994972229,102.845,1050.195968,73.081,-62.207,-11.352,BSM
2015-12-31,83.895,48.181,26.573,26.366,-49.73,0.8554,-1.8836,-0.009848999790847301,47.457,910.653008,67.57,13.224,-73.131,BSM
2016-03-31,74.336,40.39,12.981,12.12,10.749,11.63815,9.83415,0.05128699913620949,34.702,859.051968,25.906,-35.082,0.956,BSM
2016-06-30,84.639,43.942,25.179,23.847,-20.81,8.22605,6.91605,0.03605800122022629,54.381,777.277984,57.638,-137.796,84.915,BSM
2016-09-30,96.66,53.488,36.805,35.024,37.535,35.910848,34.586848,0.18089400231838226,65.536,772.968008,58.015,-30.882,-50.516,BSM
2016-12-31,86.45,46.666,25.738,22.431,-7.286,12.02705,10.70305,0.05597500130534172,48.571,725.661008,55.097,-17.782,-32.391,BSM
2017-03-31,106.135,63.418,45.644,42.212,61.583,48.982848,47.868848,0.2483610063791275,72.023,747.998,63.954,-64.086,4.365,BSM
2017-06-30,101.603,56.439,38.912,35.246,54.174,41.8868,41.2148,0.21313099563121796,67.812,797.887016,75.21,-34.281,-47.447,BSM
2017-09-30,103.431,57.849,40.536,36.354,22.034,31.362,30.696,0.15580900013446808,69.74,818.389024,72.502,-18.115,-52.963,BSM
2017-12-31,106.799,59.948,34.37,30.717,19.36,26.74905,24.15905,0.12152300029993057,64.421,1090.543048,70.186,-337.767008,264.312,BSM
2018-03-31,126.452,78.44,59.916,53.913,41.957,51.37524,46.12524,0.23151400685310364,88.486,1086.48,76.474,-60.166,-15.653,BSM
2018-06-30,109.309,60.081,33.524,55.747,28.69,50.113032,44.863032,0.22255800664424896,63.816,1070.632008,99.852,-31.093,-67.985,BSM
2018-09-30,139.718,88.297,66.18,69.493,60.775,67.684224,62.43422,0.3075050115585327,95.453,1117.309,113.393,-52.466,-63.557,BSM
2018-12-31,246.047008,188.173008,170.716,63.338,164.138,84.483,79.233,0.3590349853038788,205.234,1202.623968,95.659,-20.079,-74.607,BSM
2019-03-31,83.806,35.812,14.594,51.943,9.017,42.92854,37.67854,0.18312899768352509,42.427,1133.889024,90.174,-24.379,-66.962,BSM
2019-06-30,163.618,115.31699999999998,100.666,68.831,95.087,74.34476,69.09476,0.3124000132083893,130.391,1144.015008,110.802,-21.634,-89.509,BSM
2019-09-30,137.368992,89.485992,75.233,59.603,70.247,61.83824,56.58824,0.2747580111026764,102.608,1135.682016,105.334,-2.82,-104.454,BSM
2019-12-31,103.028,58.307,44.679,66.808,40.017,61.181888,55.931888,0.2707880139350891,69.33,1096.804,106.41,0.21,-100.467,BSM
2020-03-31,183.054,143.397,136.355008,50.901,76.112,56.195312,50.945312,0.24361200630664825,159.536992,1102.087008,71.45,1.391,-77.92,BSM
2020-06-30,38.529,6.210000000000003,-5.314,47.355,-8.371,35.65254,30.40254,0.14297600090503693,13.879,1074.042016,86.519,-1.024,-86.935,BSM
2011-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2011-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2011-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2011-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2012-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2012-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2012-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2012-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2013-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2013-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2013-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2013-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2014-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2014-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2014-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2014-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2015-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
2015-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,LONE
