date,Revenue,Operating Income,Pretax Income,Income (Loss) from Cont Ops,Net Income,Net Income Avail to Common,Total Equity,Cash from Operations,Cash from Investing Activities,Cash from Financing Activities,Company,target_revenue,target_income
2014-12-31,10920.999936,570.61536,1045.61536,-24.0,709.500032,709.500032,52272.99904,2811.000064,-3571.000064,542.0,COP,7731.999744,-203.0
2015-03-31,7731.999744,-203.0,-275.0,286.0,-236.95,-236.95,49007.998208,2068.0,-3313.999872,-1019.0,COP,8248.999936,265.84616
2015-06-30,8248.999936,265.84616,217.84616,-164.0,57.6,57.6,48969.001792,1974.0,-2465.999872,1555.000064,COP,7173.000192,-645.0
2015-09-30,7173.000192,-645.0,-725.0,-1056.0,-438.150016,-438.150016,44554.999872,1934.0,-2248.999936,-990.0,COP,6178.999808,-1248.999936
2015-12-31,6178.999808,-1248.999936,-1538.0,-3436.999936,-796.849984,-796.849984,40081.997824,1596.0,-626.0,-975.0,COP,5123.999744,-1334.0
2016-03-31,5123.999744,-1334.0,-1772.999936,-1456.0,-1128.950016,-1128.950016,39407.001472,421.0,-2064.999936,4136.999936,COP,5511.000064,-1110.0
2016-06-30,5511.000064,-1110.0,-1335.000064,-1058.0,-910.946752,-910.946752,37831.001536,1259.000064,-2122.0,-1120.0,COP,6403.999744,-783.0
2016-09-30,6403.999744,-783.0,-1152.999936,-1026.0,-814.300032,-814.300032,36456.000384,1280.0,275.0,-347.0,COP,6654.000128,-612.0
2016-12-31,6654.000128,-612.0,-497.0,-19.0,-515.0,-515.0,35226.002176,1443.000064,53.0,-1906.0,COP,7466.999808,295.0
2017-03-31,7466.999808,295.0,37.0,599.0,-200.4,-200.4,35600.999936,1790.0,-974.0,-1344.0,COP,6728.999936,546.0
2017-06-30,6728.999936,546.0,308.0,-3425.999872,165.0,165.0,30499.001152,1751.000064,7197.000192,-4599.000064,COP,6671.000064,542.0
2017-09-30,6671.000064,542.0,508.0,436.0,198.65,198.65,30711.999744,1055.0,2008.0,-3827.000064,COP,8239.000064,488.076928
2017-12-31,8239.000064,488.076928,1148.076928,1598.0,554.802112,554.802112,30801.000576,2480.999936,-469.0,-2585.999872,COP,8755.00032,1971.000064
2018-03-31,8755.00032,1971.000064,1946.0,900.0,1114.669952,1114.669952,30718.00192,2399.000064,-78.0,-3776.0,COP,8504.0,1976.0
2018-06-30,8504.0,1976.0,2278.000128,1654.0,1351.000064,1351.000064,31221.998848,3342.000128,-1948.999936,-3003.000064,COP,9448.999936,2263.000064
2018-09-30,9448.999936,2263.000064,2652.0,1872.999936,1610.0,1610.0,32079.000128,3409.999872,-1638.0,-1263.000064,COP,9665.999872,2047.000064
2018-12-31,9665.999872,2047.000064,1551.36704,1878.0,1312.950016,1312.950016,32064.00032,3783.000064,-178.0,-1316.999936,COP,9150.000128,1800.999936
2019-03-31,9150.000128,1800.999936,2015.000064,1846.0,1134.569984,1134.569984,32981.001856,2894.000128,-1476.999936,-1172.999936,COP,7952.999936,1906.0
2019-06-30,7952.999936,1906.0,1951.000064,1596.999936,1143.000064,1143.000064,33074.0,2891.000064,-1460.999936,-1654.0,COP,7756.000256,1528.999936
2019-09-30,7756.000256,1528.999936,1664.999936,3071.000064,953.0,953.0,35238.998336,2336.999936,150.0,-1132.0,COP,7708.000256,1708.0
2019-12-31,7708.000256,1708.0,1599.000064,743.0,831.0,831.0,35050.00224,2982.000128,-3830.000128,-1270.0,COP,6158.000128,694.0
2020-03-31,6158.000128,694.0,832.0,-1711.000064,486.0,486.0,31387.001344,2104.999936,-1932.0,-1230.0,COP,2748.999936,-1188.0
2011-03-31,25.449,5.789,2.166,4.164,2.92835,2.92835,92.42,13.457,-15.114,38.703,CPE,36.834,14.201
2011-06-30,36.834,14.201,11.869,19.877,17.44145,17.44145,118.0,17.501,-19.965,0.0,CPE,33.55,10.524
2011-09-30,33.55,10.524,7.99,8.406,8.27275,8.27275,135.497008,26.971,-30.755,0.0,CPE,31.811,9.108
2011-12-31,31.811,9.108,6.965,73.949,72.992848,72.992848,201.202,21.238,-25.677,0.0,CPE,29.294,2.716
2012-03-31,29.294,2.716,0.444,0.488,0.4425,0.4425,198.751016,10.35,-44.217,-0.002,CPE,25.36,2.759
2012-06-30,25.36,2.759,0.532,3.799,0.63285,0.63285,207.222,17.091,-26.679,-0.225,CPE,27.402,2.563
2012-09-30,27.402,2.563,0.191,-1.105,-0.0663,-0.0663,205.461984,13.944,-42.556,29.984,CPE,28.711,3.863
2012-12-31,28.711,3.863,1.705,-0.435,0.52115,0.52115,205.970984,9.905,19.749,-30.0,CPE,23.163,1.52
2013-03-31,23.163,1.52,0.05,-0.8,-0.124,-0.124,206.196008,12.875,-29.635,17.0,CPE,23.453,1.65
2013-06-30,23.453,1.65,0.157,0.758,-0.079,-0.759,276.534984,7.362,-37.745,42.41,CPE,30.163,5.711
2013-09-30,30.163,5.711,4.573,1.082,3.066,1.092,276.612008,14.977,-42.485,14.971,CPE,27.161,4.861
2013-12-31,27.161,4.861,3.353,3.264,1.924,-0.049,279.093984,19.115,30.061,-47.033,CPE,32.41,5.883
2014-03-31,32.41,5.883,5.83,1.863,3.001,1.027,280.58,19.967,-63.534,42.297,CPE,38.856,10.564
2014-06-30,38.856,10.564,8.832,4.74,4.7171,2.7441,282.588984,15.63,-61.418,45.218,CPE,39.195,11.2
2014-09-30,39.195,11.2,9.056,12.201,5.502,3.528,415.750992,22.1,-72.479,56.4,CPE,45.487,14.297
2014-12-31,45.487,14.297,9.844,18.962,6.3088,4.3348,433.734992,36.69,-255.07,212.155008,CPE,40.734,5.877
2015-03-31,40.734,5.877,1.063,-10.197,0.42215,-1.55185,487.551,6.124,-70.508,65.56,CPE,44.207,11.426
2015-06-30,44.207,11.426,6.361,-4.967,3.773,1.8,480.175992,7.424,-60.013,36.039,CPE,44.105,13.277
2015-09-30,44.105,13.277,7.766,-111.805,5.05105,3.07705,367.081,41.981,-47.679,22.026,CPE,43.481,11.971
2015-12-31,43.481,11.971,6.448,-113.17,4.60655,2.63255,362.758024,31.323,-80.96,48.939,CPE,38.414,7.994
2016-03-31,38.414,7.994,2.536,-41.109,-12.692,-14.516,415.545992,16.12,-60.958,53.125,CPE,49.162,16.409
2016-06-30,49.162,16.409,12.325,-70.097,-16.5221,-18.3451,658.317,21.376,-274.715008,244.035008,CPE,60.018,21.198
2016-09-30,60.018,21.198,20.489,21.139,12.8494,11.0254,1100.718952,12.393,-66.159,379.444,CPE,71.16,24.51
2016-12-31,71.16,24.51,23.479,-1.746,15.17795,13.35395,1733.402024,70.885,-464.455008,720.678016,CPE,78.872,30.208
2017-03-31,78.872,30.208,30.251,47.129,22.7365,20.9125,1780.033064,52.684,-668.500992,-1.903,CPE,82.016,25.849
2017-06-30,82.016,25.849,25.324,33.39,16.74345,14.91945,1815.896968,43.128,-137.94,198.688,CPE,83.4,30.417
2017-09-30,83.4,30.417,30.471,17.081,19.56625,17.74225,1832.864968,53.893,-129.143,-2.29,CPE,113.713,49.414
2017-12-31,113.713,49.414,-3.077,22.824,31.3902,29.5672,1855.96596,80.186,-136.948,23.148,CPE,118.981,53.075
2018-03-31,118.981,53.075,52.826,55.761,41.29792,39.47392,1911.14404,92.215,-149.352992,47.616,CPE,129.095,61.187
2018-06-30,129.095,61.187,61.296,50.474,48.079928,46.255928,2249.608128,107.764,-218.932,601.841024,CPE,151.975008,65.007
2018-09-30,151.975008,65.007,65.953,37.931,50.570252,48.747252,2288.30804,116.036,-674.724992,61.672,CPE,160.300992,58.072
2018-12-31,160.300992,58.072,268.686016,156.194,254.635936,252.811936,2445.20796,151.639008,-281.047008,133.33,CPE,153.047008,43.049
2019-03-31,153.047008,43.049,42.278,-19.543,33.363446,31.539446,2428.445,74.559,-207.279008,127.151,CPE,165.895008,57.373
2019-06-30,165.895008,57.373,56.699,55.18,43.193792,41.370792,2483.87188,150.487008,82.775,-227.692,CPE,156.388992,59.485
2019-09-30,156.388992,59.485,58.868,55.834,42.903368,34.249368,2468.652016,113.692,-139.756992,21.322,CPE,192.742,83.321
2019-12-31,192.742,83.321,82.83,-23.543,55.86456,55.86456,3223.308056,137.578,-124.128,-11.418,CPE,289.919008,63.69
2020-03-31,289.919008,63.69,69.6,216.564992,49.864788,49.864788,3442.90288,191.695008,-254.366,64.13,CPE,157.234,-77.091
2014-09-30,1092.0,319.0,319.0,188.0,188.0,188.0,4869.000192,0.0,0.0,0.0,CRC,820.0,172.0
2014-12-31,820.0,172.0,2.0,-2091.000064,199.6,199.6,2611.000064,480.0,-674.0,-5896.999936,CRC,577.0,-90.0
2015-03-31,577.0,-90.0,-172.0,-100.0,-101.95,-101.95,2516.0,115.0,-313.0,212.0,CRC,634.0,-20.0
2015-06-30,634.0,-20.0,-86.0,-68.0,-50.45,-50.45,2454.999808,117.0,-127.0,19.0,CRC,626.0,-7.0
2015-09-30,626.0,-7.0,-142.0,-104.0,-96.2,-96.2,2355.000064,180.0,-102.0,-111.0,CRC,566.0,68.0
2015-12-31,566.0,68.0,-127.0,-3281.999872,-52.442184,-52.442184,-915.999744,-9.0,-215.0,232.0,CRC,322.0,-33.0
2016-03-31,322.0,-33.0,-115.0,-50.0,-100.0,-100.0,-952.0,115.0,-29.0,-88.0,CRC,454.0,46.0
2016-06-30,454.0,46.0,-72.0,-140.0,-72.0,-72.0,-1044.99968,-71.0,11.0,52.0,CRC,481.0,12.0
2016-09-30,481.0,12.0,-83.0,546.0,-83.0,-83.0,-493.000192,101.0,-13.0,-80.0,CRC,452.0,-28.0
2016-12-31,452.0,-28.0,-74.0,-77.0,-74.0,-74.0,-556.99968,-15.0,-30.0,47.0,CRC,590.0,121.153848
2017-03-31,590.0,121.153848,-82.230768,52.0,-43.0,-44.0,-447.000064,133.0,0.0,-95.0,CRC,481.0,6.0
2017-06-30,481.0,6.0,-82.0,-47.0,-83.0,-83.0,-490.999808,-13.0,-74.0,46.0,CRC,518.0,29.538462
2017-09-30,518.0,29.538462,-57.46154,-132.0,-60.0,-60.0,-574.00032,105.0,-100.0,14.0,CRC,574.0,89.0
2017-12-31,574.0,89.0,-11.0,-135.0,-14.35,-14.35,-720.000128,23.0,-139.0,108.0,CRC,609.0,111.797472
2018-03-31,609.0,111.797472,21.658228,9.0,8.0,8.0,69.99968,200.0,-138.0,412.0,CRC,648.0,112.531648
2018-06-30,648.0,112.531648,13.531646,-63.0,-6.0,-6.0,89.999808,34.0,-669.0,183.0,CRC,803.0,160.0
2018-09-30,803.0,160.0,58.0,91.0,33.0,33.0,139.999808,159.0,-158.0,-12.0,CRC,768.0,156.0
2018-12-31,768.0,156.0,72.0,392.0,26.0,26.0,509.000064,68.0,-191.0,109.0,CRC,793.0,165.063296
2019-03-31,793.0,165.063296,58.063292,-44.0,31.0,31.0,477.000128,158.0,-182.0,50.0,CRC,646.0,117.0
2019-06-30,646.0,117.0,16.0,41.0,-13.0,-13.0,498.0,114.0,12.0,-142.0,CRC,684.0,151.0
2019-09-30,684.0,151.0,51.0,127.0,18.0,18.0,580.999744,268.0,-121.0,-152.0,CRC,681.0,241.354432
2019-12-31,681.0,241.354432,97.354432,-25.0,36.0,36.0,506.00032,136.0,-103.0,-38.0,CRC,573.0,149.848096
2020-03-31,573.0,149.848096,48.8481,-1744.999936,-8.0,-8.0,-1279.000064,228.0,-12.0,-156.0,CRC,276.0,-112.0
2011-03-31,88.038,-8.154,-17.028,2.404,-10.637,-10.637,1079.408,50.927,-124.399,75.936,CRK,112.451,8.352
2011-06-30,112.451,8.352,-1.975,3.949,-1.5679,-1.5679,1077.284992,66.975,-162.49,94.875,CRK,119.422,12.06
2011-09-30,119.422,12.06,2.259,1.309,-0.3079,-0.3079,1063.132992,99.647,-153.659008,55.0,CRK,114.456,7.3
2011-12-31,114.456,7.3,-4.496,-41.134,-3.534,-3.534,1037.624992,67.355,-511.537984,448.099008,CRK,102.418,-9.464
2012-03-31,102.418,-9.464,-21.528,1.417,-13.6296,-13.6296,1027.357024,133.18,-146.423008,8.533,CRK,93.048,-23.857
2012-06-30,93.048,-23.857,-36.925,16.71,-15.70805,-15.70805,1041.292992,10.821,-18.137,9.174,CRK,100.434,-22.744
2012-09-30,100.434,-22.744,-38.118,-44.212,-35.1731,-35.1731,1011.313984,81.697,-99.559,14.823,CRK,98.68,-77.7
2012-12-31,98.68,-77.7,-99.264,-76.994,-65.9973,-65.9973,933.534016,36.531,-119.601,84.972,CRK,97.34,-18.536
2013-03-31,97.34,-18.536,-35.869,-24.517,-23.9385,-23.9385,901.881984,97.352,-101.66,6.681,CRK,110.701,-14.552
2013-06-30,110.701,-14.552,-36.477,-21.531,-23.4485,-23.4485,1028.380992,10.66,704.889984,-458.656992,CRK,108.03,-10.481
2013-09-30,108.03,-10.481,-30.588,-24.034,-20.134,-20.134,992.239008,97.55,-117.704,-15.23,CRK,106.512,-23.785
2013-12-31,106.512,-23.785,-39.484,-36.641,-25.9017,-25.9017,952.004992,55.717,-172.168992,-108.934,CRK,140.563008,18.882
2014-03-31,140.563008,18.882,5.453,1.165,3.505,3.505,946.006016,95.741,-237.46,140.523008,CRK,151.672992,23.679
2014-06-30,151.672992,23.679,8.951,1.898,5.668,5.668,944.733984,109.554,-124.891,17.379,CRK,144.615008,-0.09
2014-09-30,144.615008,-0.09,9.287,-1.903,5.689,5.689,939.626016,123.688,-140.011008,18.943,CRK,127.463,1.253
2014-12-31,127.463,1.253,-13.805,-55.067,-9.1281,-9.1281,870.272,72.001,-132.425,56.062,CRK,66.522,-94.725
2015-03-31,66.522,-94.725,-115.192,-78.502,-75.240048,-75.240048,791.626016,60.858,-141.027008,306.993984,CRK,77.312,-68.371
2015-06-30,77.312,-68.371,-101.822,-135.068,-66.1784,-66.1784,658.255008,-36.62,-56.236,-5.826,CRK,61.36,-51.26
2015-09-30,61.36,-51.26,-82.617,-544.995968,-51.971,-51.971,115.298016,-0.762,67.041,-32.653,CRK,47.228,-35.577
2015-12-31,47.228,-35.577,-20.079,-288.543008,-14.46835,-14.46835,-171.258048,6.61,-31.503,-4.941,CRK,36.163,-26.712
2016-03-31,36.163,-26.712,-55.419,-56.577,-58.7233,-58.7233,-220.219008,-31.039,-13.317,-0.327,CRK,40.715,-19.317
2016-06-30,40.715,-19.317,-47.909,4.852,-29.49985,-29.49985,-207.267008,-0.165,-18.27,-3.476,CRK,50.33,-85.48
2016-09-30,50.33,-85.48,-116.532,-28.476,-85.176152,-85.176152,-220.022976,-23.514,-7.488,-9.826,CRK,48.498,-3.032
2016-12-31,48.498,-3.032,-41.62,-54.933,-48.519448,-48.519448,-271.268992,30.99,9.506,-1.176,CRK,53.801,2.381
2017-03-31,53.801,2.381,-30.396,-22.931,-28.066,-28.066,-285.416,3.207,-38.401,-0.27,CRK,61.471,10.47
2017-06-30,61.471,10.47,-26.22,-21.442,-24.88375,-24.88375,-305.307008,52.308,-47.428,0.001,CRK,66.811,12.226
2017-09-30,66.811,12.226,-21.743,-24.736,-22.7457,-22.7457,-328.443968,35.248,-45.136,-0.041,CRK,73.248,19.766
2017-12-31,73.248,19.766,-15.248,-42.296,-31.57725,-31.57725,-369.272,83.851,-47.988,0.0,CRK,72.593,23.478
2018-03-31,72.593,23.478,-15.306,-41.886,-21.34758,-21.34758,-409.921984,21.556,-46.458,14.635,CRK,61.449,14.237
2018-06-30,61.449,14.237,-25.649,-34.003,-27.30696,-27.30696,-442.420992,65.442,57.357,-15.409,CRK,102.711,42.711
2018-09-30,102.711,42.711,6.573,-3.042,0.9633,0.9633,521.111,2.346,-111.15,-17.794,CRK,153.498,81.393
2018-12-31,153.498,81.393,46.996,50.299,35.836472,35.836472,569.570992,98.693,-111.588,4.308,CRK,126.881,53.223
2019-03-31,126.881,53.223,23.196,13.575,17.83073,17.83073,583.793992,74.715,-88.494,19.91,CRK,128.116,43.647
2019-06-30,128.116,43.647,13.791,21.407,9.77978,9.77978,605.824,98.311,-80.808,-0.08,CRK,224.444,76.36
2019-09-30,224.444,76.36,31.2,6.791,23.03498,14.90698,1445.197976,109.78,-823.6,720.316032,CRK,289.248,101.681
2019-12-31,289.248,101.681,47.368,55.116,39.02528,24.73828,1522.604992,168.431008,-177.936992,-25.205,CRK,225.878,44.017
2020-03-31,225.878,44.017,36.936,42.028,29.00643,16.93443,1556.476032,150.119008,-143.49,-9.634,CRK,179.535008,3.911
2011-03-31,512.704,213.262,167.534,-14.19,103.908,103.908,4381.364992,124.832,-285.043008,-93.801,DEN,585.500032,281.540608
2011-06-30,585.500032,281.540608,242.228608,259.246,146.728,146.728,4648.313856,398.520992,-347.796992,-56.789,DEN,576.633984,270.912
2011-09-30,576.633984,270.912,237.736,275.670016,148.208,148.208,4935.772032,315.739008,-525.412,112.244,DEN,619.401024,300.492
2011-12-31,619.401024,300.492,269.792,52.607,170.35992,170.35992,4806.498048,365.721984,-447.705984,76.314,DEN,639.105984,282.911008
2012-03-31,639.105984,282.911008,240.696992,113.467,153.367248,153.367248,4928.442112,291.654016,-288.883008,55.902,DEN,604.723968,261.006
2012-06-30,604.723968,261.006,215.288992,211.864992,129.537056,129.537056,5153.196928,440.966016,-560.340992,70.122,DEN,601.585024,240.051008
2012-09-30,601.585024,240.051008,207.279008,85.367,127.465,127.465,5219.219968,293.505984,-388.748,91.163,DEN,608.785024,258.77
2012-12-31,608.785024,258.77,234.372,114.661,137.7324,137.7324,5114.889088,384.764992,-138.868992,-171.419008,DEN,580.211008,233.352992
2013-03-31,580.211008,233.352992,200.194,87.571,123.4,123.4,5145.880064,269.176,-320.646016,15.228,DEN,644.750016,202.212
2013-06-30,644.750016,202.212,166.54,129.98,102.449032,102.449032,5270.786048,437.568,-344.927008,-79.045,DEN,672.88,263.831008
2013-09-30,672.88,263.831008,239.148992,102.054,151.121696,151.121696,5272.828032,305.464992,-286.129984,-68.652,DEN,595.681024,166.004992
2013-12-31,595.681024,166.004992,126.924,89.992,88.22492,88.22492,5301.405952,348.985984,-323.606016,-39.741,DEN,607.438016,184.3
2014-03-31,607.438016,184.3,142.603008,58.31,89.0,89.0,5147.908096,214.858,-236.754,17.601,DEN,618.678976,193.724
2014-06-30,618.678976,193.724,150.443008,-55.2,92.674,92.674,5087.945856,329.847008,-280.148,-45.545,DEN,608.468992,199.616992
2014-09-30,608.468992,199.616992,159.139008,268.748,96.897696,96.897696,5349.768832,340.392,-272.020992,-60.981,DEN,583.950976,182.72
2014-12-31,583.950976,182.72,142.012,363.632992,91.298856,91.298856,5703.856128,337.728,-287.832,-46.179,DEN,452.907008,76.274
2015-03-31,452.907008,76.274,39.382,-107.746,23.439,23.439,5583.481088,137.764,-192.578,37.682,DEN,498.193984,131.422
2015-06-30,498.193984,131.422,94.21,-1148.498944,46.905,46.905,4400.03392,288.956992,-143.934,-146.631008,DEN,460.208992,150.912
2015-09-30,460.208992,150.912,115.755,-2244.125952,98.874,98.874,2136.332032,272.676,-91.028,-173.848992,DEN,344.040992,43.886
2015-12-31,344.040992,43.886,-1.812,-885.076992,-17.178572,-17.178572,1248.912128,164.907008,-122.645,-51.662,DEN,266.302,27.995
2016-03-31,266.302,27.995,-14.951,-185.192992,-10.527861,-10.527861,1081.277952,2.029,-66.954,70.365,DEN,305.316,112.887
2016-06-30,305.316,112.887,43.999,-380.668,23.163878,23.163878,865.304064,60.915,-60.566,-6.056,DEN,238.888,16.997
2016-09-30,238.888,16.997,57.059,-24.59,-21.8919,-21.8919,847.343872,96.415,-6.487,-89.2,DEN,234.242,7.818
2016-12-31,234.242,7.818,-10.89,-385.726016,-0.7301719375,-0.7301719375,468.448,59.864,-71.41,9.879,DEN,244.626,14.252
2017-03-31,244.626,14.252,-9.038,21.53,53.53,53.53,493.758976,24.262,-67.413,43.476,DEN,245.668,22.84936
2017-06-30,245.668,22.84936,2.53736,14.399,0.871484,0.871484,514.198912,52.946,-152.882,102.368,DEN,265.708992,41.979
2017-09-30,265.708992,41.979,18.372,0.442,13.925,13.925,517.44704,65.651,-73.516,3.756,DEN,312.049984,99.592
2017-12-31,312.049984,99.592,74.473,126.781,51.6663,51.6663,648.164864,124.284,-63.003,-60.987,DEN,314.216,85.047
2018-03-31,314.216,85.047,71.141,39.578,53.2816,53.2816,690.218112,91.627,-51.376,-40.578,DEN,327.510016,95.466912
2018-06-30,327.510016,95.466912,81.061912,30.222,60.975668,60.975668,885.644928,153.999008,-94.252,-69.908,DEN,326.431008,87.074
2018-09-30,326.431008,87.074,74.498,78.419,54.996,54.996,963.183872,147.904,-82.6,0.679,DEN,310.847008,79.244
2018-12-31,310.847008,79.244,41.493,174.479008,26.36892,26.36892,1141.776896,136.155008,-116.544,-47.645,DEN,311.568,75.906
2019-03-31,311.568,75.906,58.205,-25.674,45.256,45.256,1119.319936,64.366,-91.801,-5.207,DEN,339.448992,107.248
2019-06-30,339.448992,107.248,86.813,146.692,49.670012,49.670012,1270.676096,148.634,-67.338,-81.064,DEN,315.692992,80.874
2019-09-30,315.692992,80.874,63.693,72.862,39.22968,39.22968,1346.119936,130.578,-55.439,-64.631,DEN,317.256,88.551
2019-12-31,317.256,88.551,67.317,23.079,46.00666,46.00666,1412.259072,150.564992,-55.114,-95.453,DEN,266.011008,17.83
2020-03-31,266.011008,17.83,-3.782,74.016,-30.98207,-30.98207,1489.444864,61.842,-16.288,-39.025,DEN,163.01,-18.362
2011-03-31,2416.999936,893.0,828.0,389.0,551.0,555.0,19229.000192,1260.0,-3374.000128,520.0,DVN,2868.0,1131.000064
2011-06-30,2868.0,1131.000064,993.0,184.0,676.849984,674.849984,21428.000256,1550.0,-425.0,498.0,DVN,2875.000064,1050.0
2011-09-30,2875.000064,1050.0,948.0,1040.0,656.449984,656.449984,21101.999872,1404.0,350.0,555.0,DVN,2840.999936,1034.0
2011-12-31,2840.999936,1034.0,878.0,521.0,575.6,575.6,21430.000896,2010.0,-2196.999936,118.0,DVN,2510.000128,721.0
2012-03-31,2510.000128,721.0,624.0,414.0,422.0,426.0,21956.001024,1026.0,-1810.0,1048.0,DVN,2160.999936,479.0
2012-06-30,2160.999936,479.0,336.0,477.0,218.0,212.0,22225.000192,1426.0,-962.0,-220.0,DVN,2403.000064,607.0
2012-09-30,2403.000064,607.0,505.0,-719.0,349.0,348.0,21781.00096,1360.999936,-2644.0,527.0,DVN,2604.0,595.0
2012-12-31,2604.0,595.0,493.0,-357.0,296.6,296.6,21278.00064,1143.000064,-2110.0,274.0,DVN,2376.999936,500.0
2013-03-31,2376.999936,500.0,395.0,-1339.000064,262.0,262.0,19708.000256,1002.0,-782.0,430.0,DVN,2736.0,797.0
2013-06-30,2736.0,797.0,694.0,683.0,491.649984,486.649984,20065.999616,1396.0,-1196.999936,-2088.999936,DVN,2848.0,889.0
2013-09-30,2848.0,889.0,795.0,429.0,527.150016,523.150016,20612.000256,1600.999936,-498.0,-171.0,DVN,2820.999936,808.0
2013-12-31,2820.999936,808.0,692.0,207.0,348.049984,348.049984,20498.999552,1436.999936,-1522.0,1850.0,DVN,3944.999936,934.0
2014-03-31,3944.999936,934.0,904.0,329.0,550.0,550.0,25045.999872,1410.0,-7281.999872,1844.0,DVN,4800.999936,1106.0
2014-06-30,4800.999936,1106.0,886.0,700.0,642.0,634.0,26058.999808,2048.999936,800.0,-3193.999872,DVN,4592.0,1032.0
2014-09-30,4592.0,1032.0,912.0,1041.0,552.0,541.0,26767.999232,1559.000064,560.0,-389.0,DVN,4294.000128,736.0
2014-12-31,4294.000128,736.0,-1106.0,-379.0,-777.299968,-774.300032,26341.000704,963.0,-2262.000128,-615.0,DVN,3564.0,264.0
2015-03-31,3564.0,264.0,130.0,-3588.999936,89.0,92.0,23018.999808,1648.0,-2116.0,892.0,DVN,4155.000064,566.0
2015-06-30,4155.000064,566.0,450.0,-2792.999936,319.350016,318.350016,20151.000064,1100.999936,-1447.000064,210.0,DVN,3804.0,610.0
2015-09-30,3804.0,610.0,686.0,-3908.999936,447.950016,446.950016,15922.000384,1552.999936,-1168.999936,-300.0,DVN,1622.0,-2540.0
2015-12-31,1622.0,-2540.0,-1104.0,-3353.999872,-745.299968,-746.300032,10989.000192,596.0,-1071.0,1010.0,DVN,2112.0,-220.0
2016-03-31,2112.0,-220.0,-405.0,-3468.0,-97.55,-97.55,10507.999744,165.0,-2359.000064,1492.999936,DVN,2599.000064,135.0
2016-06-30,2599.000064,135.0,92.0,-1563.000064,120.75,119.75,8919.000064,345.0,-335.0,90.0,DVN,2819.000064,365.0
2016-09-30,2819.000064,365.0,146.0,1007.0,2.8,-8.2,10060.99968,727.0,1290.0,-1346.0,DVN,2808.0,76.0
2016-12-31,2808.0,76.0,48.0,196.0,62.05,62.05,12721.999936,263.0,810.0,-1432.999936,DVN,3551.000064,243.0
2017-03-31,3551.000064,243.0,-105.0,317.0,73.0,70.0,10922.000256,746.0,-454.0,-124.0,DVN,2164.999936,275.0
2017-06-30,2164.999936,275.0,91.0,212.0,57.25,54.25,11330.000064,737.0,-587.0,92.0,DVN,1932.999936,63.0
2017-09-30,1932.999936,63.0,223.0,194.0,9.2,7.2,11934.000448,701.0,-384.0,156.0,DVN,2447.000064,188.692304
2017-12-31,2447.000064,188.692304,109.692304,44.0,48.0,46.0,14103.999744,725.0,-774.0,-115.0,DVN,2198.000128,161.0
2018-03-31,2198.000128,161.0,540.79744,-211.0,49.0,49.0,13724.99968,610.0,-610.0,-1252.0,DVN,2264.999936,309.0
2018-06-30,2264.999936,309.0,260.0,-496.0,95.15,94.15,12847.999744,699.0,-454.0,-364.0,DVN,2356.999936,271.0
2018-09-30,2356.999936,271.0,213.0,156.0,175.74,174.74,8897.999872,853.0,2422.000128,-1688.999936,DVN,2080.999936,223.0
2018-12-31,2080.999936,223.0,134.0,1378.0,62.65,53.65,9185.999872,542.0,-303.0,-898.0,DVN,1079.000064,-402.632896
2019-03-31,1079.000064,-402.632896,198.367088,-378.0,146.29,146.29,7856.999936,378.0,-249.0,-1220.999936,DVN,1806.0,432.65824
2019-06-30,1806.0,432.65824,359.65824,151.0,91.48,89.48,6993.999872,623.0,2064.999936,-227.0,DVN,1746.0,285.126592
2019-09-30,1746.0,285.126592,165.126576,136.0,121.9,120.9,6542.000128,501.0,-527.0,-2168.0,DVN,1588.999936,82.126584
2019-12-31,1588.999936,82.126584,160.126576,12.0,147.69,147.69,5919.999872,569.0,-368.0,-23.0,DVN,2087.000064,686.0
2020-03-31,2087.000064,686.0,50.0,-1690.0,22.0,21.0,4040.000064,398.0,-405.0,-87.0,DVN,394.0,-1187.000064
2011-03-31,46.772,31.342,31.184,12.896,11.239,11.239,209.925,13.795,-1.929,-0.491,EGY,58.547,42.512
2011-06-30,58.547,42.512,43.151,13.51,11.787,11.787,222.14,27.266,-5.507,0.099,EGY,37.35,19.819
2011-09-30,37.35,19.819,20.572,3.455,2.399,2.399,224.046992,13.281,-11.607,-3.566,EGY,67.767,43.863
2011-12-31,67.767,43.863,44.098,10.701,8.72,11.95375,233.067,35.243,-9.333,-1.346,EGY,45.286,30.106
2012-03-31,45.286,30.106,30.347,10.527,9.018,9.018,244.263,15.161,-10.372,-1.599,EGY,58.818,38.632
2012-06-30,58.818,38.632,39.046,12.317,10.424,10.424,257.389,12.857,-16.761,1.371,EGY,37.63,23.214
2012-09-30,37.63,23.214,23.223,1.412,5.059,5.059,257.154,16.785,-16.319,-1.998,EGY,53.553,2.261
2012-12-31,53.553,2.261,2.156,-18.917,-13.964,-18.917,212.525008,49.155,-28.385,-26.234,EGY,44.137,21.503
2013-03-31,44.137,21.503,21.434,7.188,7.188,7.188,221.254008,-8.969,-19.19,0.0,EGY,29.118,11.666
2013-06-30,29.118,11.666,11.68,7.121,7.121,7.121,227.869,-0.576,-22.153,-1.204,EGY,37.74,8.104
