date,Revenue,Operating Income,Pretax Income,Income (Loss) from Cont Ops,Net Income,Net Income Avail to Common,Total Equity,Cash from Operations,Cash from Investing Activities,Cash from Financing Activities,Company,target_revenue,target_income
2012-03-31,152.616992,58.75,44.082,26.079,28.2461,28.2461,788.494976,91.402,-252.192,145.0,LPI,147.995008,49.969
2012-06-30,147.995008,49.969,28.31,31.081,17.91525,17.91525,822.058016,108.388,-233.639008,259.524,LPI,150.828992,44.2
2012-09-30,150.828992,44.2,19.79,-7.271,12.97715,12.97715,817.440992,83.667,-251.035008,50.0,LPI,157.456,44.024
2012-12-31,157.456,44.024,13.125,11.872,9.47545,9.47545,831.723008,93.319,-203.884992,114.673,LPI,167.380992,48.181
2013-03-31,167.380992,48.181,22.783,1.137,14.4854,14.4854,835.474024,63.06,-199.384992,134.125,LPI,178.276992,58.395
2013-06-30,178.276992,58.395,32.415,35.294,20.3921,20.3921,875.705032,115.23,-196.908,94.242,LPI,166.771008,53.351
2013-09-30,166.771008,53.351,28.529,11.817,16.1486,16.1486,1195.352032,97.148,221.335008,-96.801,LPI,156.574,58.17
2013-12-31,156.574,58.17,31.077,68.329,15.9689,15.9689,1272.255968,89.291,-154.926,-1.482,LPI,171.879008,58.483
2014-03-31,171.879008,58.483,106.256,-0.213,68.922304,68.922304,1275.600984,128.117,-219.266,440.515008,LPI,178.624,60.141
2014-06-30,178.624,60.141,29.637,-18.899,19.3925,19.3925,1264.309024,111.982,-259.962,-0.033,LPI,204.772,73.695
2014-09-30,204.772,73.695,43.118,83.407,27.46345,27.46345,1354.694968,136.236992,-554.52,74.537,LPI,266.851008,66.088
2014-12-31,266.851008,66.088,34.985,201.278,9.4838,9.4838,1563.200992,121.941,-373.212992,224.832992,LPI,213.835008,43.563
2015-03-31,213.835008,43.563,-52.302,-0.472,-36.529448,-36.529448,2319.111968,26.865,-282.545984,795.452992,LPI,228.927008,34.715
2015-06-30,228.927008,34.715,13.832,-397.033984,14.2288,14.2288,1928.946976,87.44,-147.1,-451.84,LPI,216.482,45.133
2015-09-30,216.482,45.133,23.981,-847.782976,18.2459,18.2459,1088.682048,111.199,-102.231,9.842,LPI,202.676992,41.286
2015-12-31,202.676992,41.286,20.051,-964.646976,12.780093,12.780093,131.44704,90.443,-135.63,-0.062,LPI,170.644,48.363
2016-03-31,170.644,48.363,27.055,-180.371008,-45.5441,-45.5441,-45.716096,56.517,-134.164,58.588,LPI,191.742,63.806
2016-06-30,191.742,63.806,44.001,-71.432,3.59945,3.59945,9.161984,82.114,-109.466,34.566,LPI,201.332,67.09
2016-09-30,201.332,67.09,44.311,9.485,32.1219,32.1219,187.100928,106.823,-212.264992,116.493,LPI,219.272,80.418
2016-12-31,219.272,80.418,60.59,-18.421,38.778,38.778,180.572928,110.841,-108.507,-0.022,LPI,194.35,56.67
2017-03-31,194.35,56.67,37.163,68.276,23.784,23.784,252.909824,63.784,-53.961,-12.143,LPI,194.952992,60.013
2017-06-30,194.952992,60.013,39.36,61.11,25.19,25.19,324.402944,93.117,-123.617,35.172,LPI,218.004992,72.639
2017-09-30,218.004992,72.639,51.646,11.027,33.053,33.053,346.225024,115.15,-179.315008,49.959,LPI,230.818,76.314
2017-12-31,230.818,76.314,57.38,408.560992,44.755836,44.755836,765.579008,112.863,651.942976,-673.465024,LPI,253.436,86.932
2018-03-31,253.436,86.932,73.867,86.52,57.616,57.616,941.830144,146.471008,-199.674,-3.067,LPI,345.776,89.497
2018-06-30,345.776,89.497,75.516,33.452,58.902,58.902,959.166848,116.13,-154.398,18.983,LPI,270.403008,95.067
2018-09-30,270.403008,95.067,79.955,55.05,60.978,60.978,1015.111936,145.927008,-182.359008,50.235,LPI,221.915008,62.751
2018-12-31,221.915008,62.751,48.075,149.572992,37.498,37.498,1174.230144,129.276,-154.524992,19.993,LPI,205.032992,51.422
2019-03-31,205.032992,51.422,36.742,-9.491,28.961,28.961,1171.431936,77.458,-155.452992,77.388,LPI,200.804992,52.396
2019-06-30,200.804992,52.396,39.477,173.382,22.072,22.072,1344.320896,183.811008,-137.520992,-35.034,LPI,169.739008,29.586
2019-09-30,169.739008,29.586,14.951,-264.628992,3.644,3.644,1079.252096,105.599,-79.702,-50.004,LPI,231.116992,65.55
2019-12-31,231.116992,65.55,50.927,-241.720992,39.723,39.723,841.87392,108.206,-289.035008,189.992992,LPI,252.238,51.973
2020-03-31,252.238,51.973,27.094,74.646,18.716,18.716,1079.669888,109.589,-159.791008,72.122,LPI,197.46,63.468
2011-03-31,53.097,31.397,31.334,19.818,19.818,19.818,395.626224,24.764,-12.614,-0.882,MCF,48.236,15.736
2011-06-30,48.236,15.736,15.714,9.907,9.907,9.907,392.29808,-0.077549,-35.290096,-8.854213,MCF,51.805,25.796
2011-09-30,51.805,25.796,25.759,16.641,16.641,16.641,409.094304,69.45208,-8.895038,-0.012259,MCF,40.06064,27.735108
2011-12-31,40.06064,27.735108,27.973,18.819424,18.996874,18.996874,426.623,46.42,23.546,-0.019,MCF,44.203,25.086
2012-03-31,44.203,25.086,25.009,15.586,15.586,15.586,427.995,12.589,-11.616,-13.532,MCF,53.907,31.024
2012-06-30,53.907,31.024,30.973,19.59,19.59,19.59,444.003,20.062,-1.952,-3.468,MCF,41.339,22.6
2012-09-30,41.339,22.6,22.642,14.7,14.7,14.7,458.422984,23.993,-16.435,0.254,MCF,39.823,16.612
2012-12-31,39.823,16.612,15.937,10.019,10.019,10.019,464.339016,17.748,-43.427,-3.419,MCF,29.765,-42.239
2013-03-31,29.765,-42.239,-42.087,-27.549,-27.549,-27.549,436.789992,17.916,-10.115,0.0,MCF,34.94,4.082
2013-06-30,34.94,4.082,4.253,2.604,2.604,2.604,403.929,29.03,-51.862,-35.465,MCF,31.787,8.171
2013-09-30,31.787,8.171,7.165,3.869,3.869,3.869,407.797992,21.814,-18.695,0.0,MCF,66.903,6.325
2013-12-31,66.903,6.325,6.035,6.396,3.02185,3.02185,593.05,36.277,45.877,-114.264,MCF,78.555,-4.288
2014-03-31,78.555,-4.288,-3.334,-10.193,-0.1492,-0.1492,583.943008,66.6,-40.429,-26.171,MCF,77.368,4.96
2014-06-30,77.368,4.96,4.223,4.581,4.2105,4.2105,589.67,61.248,-63.477,2.229,MCF,67.323,10.868
2014-09-30,67.323,10.868,11.531,3.664,6.7385,6.7385,594.554,48.988,-37.428,-11.56,MCF,50.23,-9.72
2014-12-31,50.23,-9.72,-10.18,-19.926,-6.6582,-6.6582,567.465984,33.124,-33.723,0.599,MCF,30.647,-27.536154
2015-03-31,30.647,-27.536154,-27.678088,-18.564,-16.843958,-16.843958,550.036016,-5.835,-35.262,41.097,MCF,35.334,-28.683
2015-06-30,35.334,-28.683,-29.268,-19.528,-19.3681,-19.3681,531.944992,14.586,-21.524,6.938,MCF,30.037,-24.397
2015-09-30,30.037,-24.397,-21.269,-185.684992,-32.909,-32.909,348.627,10.499,-13.603,3.104,MCF,22.835,-10.079
2015-12-31,22.835,-10.079,-40.529,-111.271,-75.645152,-75.645152,237.843,5.705,-6.417,0.712,MCF,19.09,-11.281
2016-03-31,19.09,-11.281,-12.199,-11.404,-11.97925,-11.97925,227.713,8.328,-4.836,-3.492,MCF,21.61,-8.993
2016-06-30,21.61,-8.993,-10.441,-17.296,-13.46835,-13.46835,211.765,4.749,-2.547,-2.202,MCF,18.957,-12.815
2016-09-30,18.957,-12.815,-13.786,-12.485,-13.52725,-13.52725,251.454992,10.519,-12.455,1.936,MCF,21.663,-6.804
2016-12-31,21.663,-6.804,-6.837,-16.844,-10.29525,-10.29525,236.404984,8.415,0.04,-8.455,MCF,19.245,-6.046
2017-03-31,19.245,-6.046,-6.893,0.885,-4.29485,-4.29485,238.671984,14.857,-20.151,5.294,MCF,20.711,-4.449
2017-06-30,20.711,-4.449,-3.826,-6.034,-4.6755,-4.6755,234.173,3.252,-14.759,11.507,MCF,19.351,-5.758
2017-09-30,19.351,-5.758,-6.362,-6.916,-6.6131,-6.6131,228.738984,7.996,-15.906,7.91,MCF,20.359,-4.253
2017-12-31,20.359,-4.253,-4.119,-5.578,-4.11485,-4.11485,224.600016,8.581,-14.634,6.053,MCF,19.924,-4.683
2018-03-31,19.924,-4.683,-4.506,0.937,-3.48779,-3.48779,226.890016,2.069,4.721,-6.79,MCF,17.63,-4.989
2018-06-30,17.63,-4.989,-4.036,-7.178,-4.81511,-4.81511,221.172016,11.194,-13.236,2.042,MCF,19.508,-6.876
2018-09-30,19.508,-6.876,-8.188,-81.524,-23.57197,-23.57197,140.236992,11.88,-12.649,0.769,MCF,18.694,-1.709
2018-12-31,18.694,-1.709,-16.863,-33.803,-20.28768,-20.28768,140.388992,-1.666,-9.523,11.189,MCF,14.779,-3.246
2019-03-31,14.779,-3.246,-4.394,-8.618,-5.30237,-5.30237,132.551008,-0.139,-5.141,5.28,MCF,12.762,-5.861
2019-06-30,12.762,-5.861,-6.424,-4.961,-6.4541,-6.4541,128.170016,15.037,-9.48,-5.557,MCF,12.547,-7.042
2019-09-30,12.547,-7.042,-9.139,-7.838,-8.88949,-8.88949,174.580992,-5.651,-12.695,20.39,MCF,37.193,-1.237
2019-12-31,37.193,-1.237,-4.861,-138.379008,-32.69122,-32.69122,116.040032,12.463,-127.539,114.656,MCF,34.573,-5.117
2020-03-31,34.573,-5.117,-5.525,-105.255,-26.77956,-26.77956,10.930976,-0.248,-9.487,9.796,MCF,17.842,-21.275
2017-06-30,0.0,-0.206743,0.445977,0.289885,0.289885,0.289885,628.099236,0.0,0.0,0.0,MGY,86.615,38.367
2017-09-30,86.615,38.367,38.283,36.005,37.0762,37.0762,628.768449,0.0,0.0,0.0,MGY,124.978,63.618
2017-12-31,124.978,63.618,-86.089,53.512,59.705848,59.705848,1597.837952,64.247,-58.771,0.0,MGY,172.312,92.512
2018-03-31,172.312,92.512,93.004,85.366,91.04768,91.04768,627.840341,104.613,-237.73,133.117,MGY,199.987008,101.332
2018-06-30,199.987008,101.332,101.822,86.449,98.141,98.141,624.478917,131.051,-82.114,-48.937,MGY,255.05,106.174
2018-09-30,255.05,106.174,94.184,71.379,67.529792,67.529792,2643.00896,136.45,-786.124032,686.366016,MGY,255.055008,76.351
2018-12-31,255.055008,76.351,67.967,57.808,34.691392,34.691392,2707.954936,218.168,-119.125,0.0,MGY,218.674,33.868
2019-03-31,218.674,33.868,26.841,22.713,13.30487,13.30487,2716.576904,116.562,-183.314,7.301,MGY,242.958,43.717
2019-06-30,242.958,43.717,36.533,31.303,18.57315,18.57315,2784.148056,192.828992,-171.896,-0.531,MGY,244.799008,27.669
2019-09-30,244.799008,27.669,20.886,17.357,10.547,7.784,2783.953032,179.22,-98.867,-12.573,MGY,229.708992,22.684
2019-12-31,229.708992,22.684,15.942,13.631,8.115,8.115,2728.529048,159.008,-70.171,-70.693,MGY,181.364992,-583.078016
2020-03-31,181.364992,-583.078016,-589.867008,-1895.298944,-135.816176,-135.816176,828.890048,134.878,-163.8,-7.219,MGY,82.839,-17.783102
2019-03-31,18.265,8.707,4.911,4.195,4.73615,4.73615,381.747008,10.039,-43.46,10.0,MNRL,24.529,5.034
2019-06-30,24.529,5.034,3.77,-3.207,2.2124,3.5634,58.456,19.528,-35.672,90.307,MNRL,25.107,9.115
2019-09-30,25.107,9.115,9.18,8.464,8.39211,3.07411,59.478,16.958,-100.718,26.881,MNRL,33.614,14.362
2019-12-31,33.614,14.362,13.917,12.346,12.35074,5.08174,317.319016,22.5,-36.982,39.293,MNRL,32.28,10.413
2020-03-31,32.28,10.413,10.383,8.801,8.801,8.801,519.633008,27.15,-23.882,-23.295,MNRL,12.605,-7.144
2011-03-31,3687.000064,1167.000064,1264.999936,455.0,633.100032,633.100032,24704.999936,2592.0,-833.0,2.0,MRO,3700.0,1070.0
2011-06-30,3700.0,1070.0,1176.0,298.0,468.350016,468.350016,16707.00032,1818.0,-1040.0,-1780.999936,MRO,3663.000064,1196.999936
2011-09-30,3663.000064,1196.999936,1288.0,405.0,419.7,419.7,16755.999744,1080.0,-738.0,-403.0,MRO,3667.000064,1124.0
2011-12-31,3667.000064,1124.0,1122.0,549.0,490.6,490.6,17158.999488,1034.0,-5056.0,-113.0,MRO,3796.0,1412.0
2012-03-31,3796.0,1412.0,1438.0,417.0,476.7,476.7,17505.999808,973.0,-806.0,-157.0,MRO,3752.0,1444.0
2012-06-30,3752.0,1444.0,2036.230784,393.0,799.649984,799.649984,17785.000448,769.0,-1195.000064,367.0,MRO,4051.000064,1680.0
2012-09-30,4051.000064,1680.0,1704.0,450.0,437.2,437.2,18064.0,1070.0,-2030.0,1175.000064,MRO,4124.999936,1674.0
2012-12-31,4124.999936,1674.0,1716.999936,315.0,374.350016,374.350016,18283.00032,1204.999936,-1408.0,215.0,MRO,3792.999936,1250.0
2013-03-31,3792.999936,1250.0,1346.0,380.0,358.0,358.0,18588.000256,1528.0,-1037.0,-413.0,MRO,3020.0,901.0
2013-06-30,3020.0,901.0,861.0,241.0,281.5,281.5,19021.000192,868.0,-1262.0,-130.0,MRO,3019.000064,729.0
2013-09-30,3019.000064,729.0,833.0,396.0,446.049984,446.049984,18994.000384,1644.999936,-1112.0,-411.0,MRO,2460.999936,251.0
2013-12-31,2460.999936,251.0,289.0,136.0,170.0,170.0,19344.0,5270.000128,-4520.999936,-1162.0,MRO,2710.000128,612.0
2014-03-31,2710.000128,612.0,700.0,398.0,383.350016,383.350016,19804.99968,1470.0,1048.0,-810.0,MRO,2908.0,558.0
2014-06-30,2908.0,558.0,602.0,360.0,420.6,420.6,19868.000256,1088.0,-1252.0,-533.0,MRO,2884.999936,531.0
2014-09-30,2884.999936,531.0,565.0,304.0,375.950016,375.950016,20226.000384,1774.0,-1544.0,-732.0,MRO,2420.999936,-47.0
2014-12-31,2420.999936,-47.0,-27.0,-93.0,20.2,20.2,21020.000256,1155.000064,2.0,482.0,MRO,1495.000064,-341.0
2015-03-31,1495.000064,-341.0,-375.0,-276.0,-247.8,-247.8,20660.000256,309.0,-1442.0,-138.0,MRO,1504.999936,-212.0
2015-06-30,1504.999936,-212.0,-200.0,-386.0,-153.4,-153.4,20217.999872,408.0,-1771.000064,1807.000064,MRO,1396.0,-75.0
2015-09-30,1396.0,-75.0,-194.0,-749.0,-146.0,-146.0,19334.999552,496.0,-247.0,-139.0,MRO,1200.0,-99.0
2015-12-31,1200.0,-99.0,-130.0,-793.0,-335.0,-335.0,18552.999936,363.0,258.0,-1079.000064,MRO,616.0,-409.0
2016-03-31,616.0,-409.0,-474.0,-360.0,-272.350016,-272.350016,19351.000576,69.0,-408.0,1198.0,MRO,772.0,-264.0
2016-06-30,772.0,-264.0,-224.0,-138.0,-158.292688,-158.292688,19152.999424,198.0,388.0,-43.0,MRO,884.0,-223.0
2016-09-30,884.0,-223.0,-278.0,-206.0,-184.15,-184.15,18921.99936,259.0,-945.0,-44.0,MRO,951.0,-118.0
2016-12-31,951.0,-118.0,-108.0,-1383.000064,-82.3858,-82.3858,17540.99968,552.0,91.0,-43.0,MRO,921.0,21.0
2017-03-31,921.0,21.0,-75.0,-50.0,-110.05,-110.05,12584.0,501.0,-450.0,-50.0,MRO,946.0,-82.0
2017-06-30,946.0,-82.0,-161.0,-153.0,-186.95,-186.95,12405.000192,422.0,-383.0,-46.0,MRO,1192.0,-250.0
2017-09-30,1192.0,-250.0,-171.0,-599.0,-308.466592,-308.466592,11775.000064,564.0,-520.0,-864.0,MRO,1428.0,84.0
2017-12-31,1428.0,84.0,228.0,-28.0,54.875,54.875,11708.000256,501.0,-691.0,-913.0,MRO,1540.999936,290.0
2018-03-31,1540.999936,290.0,322.0,356.0,154.0,154.0,12034.000128,649.0,449.0,-49.0,MRO,1459.000064,123.0
2018-06-30,1459.000064,123.0,163.0,96.0,114.17,114.17,12131.999744,767.0,-681.0,-29.0,MRO,1656.999936,248.0
2018-09-30,1656.999936,248.0,227.0,254.0,152.0,152.0,12043.999744,963.0,-689.0,-377.0,MRO,1395.000064,483.0
2018-12-31,1395.000064,483.0,150.0,390.0,121.0,121.0,12128.0,855.0,-549.0,-404.0,MRO,1235.000064,36.0
2019-03-31,1235.000064,36.0,116.0,174.0,256.0,256.0,12208.0,515.0,-564.0,-72.0,MRO,1394.0,263.0
2019-06-30,1394.0,263.0,221.0,161.0,183.12,183.12,12100.99968,797.0,-565.0,-278.0,MRO,1255.000064,195.0
2019-09-30,1255.000064,195.0,121.0,165.0,111.0,111.0,12271.000064,737.0,-795.0,-72.0,MRO,1240.999936,69.0
2019-12-31,1240.999936,69.0,75.0,-20.0,57.37,57.37,12152.999936,700.0,-894.0,-113.0,MRO,1031.0,119.0
2020-03-31,1031.0,119.0,-128.0,-46.0,-88.46,-88.46,11958.000128,701.0,-611.0,-131.0,MRO,496.0,-387.0
2011-03-31,15.548328,2.874657,2.839291,-27.595664,-3.3238765,-3.3238765,254.808934,12.732005,-35.02406,15.693402,MTDR,21.816022,6.863713
